STATE,AREA,AGE_ADJUSTED_CI_LOWER,AGE_ADJUSTED_CI_UPPER,AGE_ADJUSTED_RATE,COUNT,EVENT_TYPE,POPULATION,RACE,SEX,SITE,YEAR,CRUDE_CI_LOWER,CRUDE_CI_UPPER,CRUDE_RATE,County,County Name,lat,lng,Ratings
FL,FL: Hardee County (12049),131.3,170.8,150.0,233,Mortality,136216,All Races,Male and Female,All Cancer Sites Combined,2013-2017,149.8,194.5,171.1, Hardee County (12049), Hardee County ,27.4501733,-81.8224362,1.5
FL,FL: Hendry County (12051),132.5,166.8,148.9,305,Mortality,196911,All Races,Male and Female,All Cancer Sites Combined,2013-2017,138.0,173.3,154.9, Hendry County (12051), Hendry County ,26.6105319,-81.0754657,1.489
FL,FL: Hernando County (12053),167.4,180.9,174.1,2941,Mortality,896268,All Races,Male and Female,All Cancer Sites Combined,2013-2017,316.4,340.2,328.1, Hernando County (12053), Hernando County ,28.5578826,-82.4752757,1.7409999999999999
FL,FL: Highlands County (12055),144.1,161.2,152.4,1681,Mortality,503167,All Races,Male and Female,All Cancer Sites Combined,2013-2017,318.3,350.4,334.1, Highlands County (12055), Highlands County ,27.3400286,-81.34002679999999,1.524
FL,FL: Hillsborough County (12057),155.1,161.0,158.0,11412,Mortality,6751349,All Races,Male and Female,All Cancer Sites Combined,2013-2017,165.9,172.2,169.0, Hillsborough County (12057), Hillsborough County ,27.9903597,-82.3017728,1.58
FL,FL: Holmes County (12059),158.2,204.6,180.1,251,Mortality,97268,All Races,Male and Female,All Cancer Sites Combined,2013-2017,227.1,292.0,258.0, Holmes County (12059), Holmes County ,30.8740806,-85.80766,1.801
FL,FL: Indian River County (12061),151.9,165.6,158.6,2531,Mortality,739422,All Races,Male and Female,All Cancer Sites Combined,2013-2017,329.1,355.9,342.3, Indian River County (12061), Indian River County ,27.6947732,-80.54384499999999,1.5859999999999999
FL,FL: Jackson County (12063),179.7,210.2,194.5,659,Mortality,242933,All Races,Male and Female,All Cancer Sites Combined,2013-2017,250.9,292.8,271.3, Jackson County (12063), Jackson County ,30.7150882,-85.1894045,1.945
FL,FL: Jefferson County (12065),139.6,190.8,163.4,180,Mortality,70445,All Races,Male and Female,All Cancer Sites Combined,2013-2017,219.6,295.7,255.5, Jefferson County (12065), Jefferson County ,30.4311978,-83.8897057,1.6340000000000001
FL,FL: Lafayette County (12067),149.6,230.3,186.6,89,Mortality,43811,All Races,Male and Female,All Cancer Sites Combined,2013-2017,163.1,250.0,203.1, Lafayette County (12067), Lafayette County ,30.0299573,-83.2077645,1.8659999999999999
FL,FL: Lake County (12069),158.4,168.3,163.3,4703,Mortality,1628316,All Races,Male and Female,All Cancer Sites Combined,2013-2017,280.6,297.2,288.8, Lake County (12069), Lake County ,28.702847,-81.77870209999999,1.633
FL,FL: Lee County (12071),130.6,136.7,133.6,8496,Mortality,3498703,All Races,Male and Female,All Cancer Sites Combined,2013-2017,237.7,248.1,242.8, Lee County (12071), Lee County ,26.6630286,-81.9534815,1.3359999999999999
FL,FL: Leon County (12073),142.7,156.3,149.4,1985,Mortality,1429899,All Races,Male and Female,All Cancer Sites Combined,2013-2017,132.8,145.1,138.8, Leon County (12073), Leon County ,30.4906177,-84.1857115,1.494
FL,FL: Levy County (12075),191.2,224.9,207.5,663,Mortality,198473,All Races,Male and Female,All Cancer Sites Combined,2013-2017,309.1,360.5,334.1, Levy County (12075), Levy County ,29.3178545,-82.82097399999999,2.075
FL,FL: Liberty County (12077),124.2,201.3,159.2,74,Mortality,41724,All Races,Male and Female,All Cancer Sites Combined,2013-2017,139.3,222.7,177.4, Liberty County (12077), Liberty County ,30.1507777,-84.8567932,1.5919999999999999
FL,FL: Madison County (12079),167.5,217.2,191.0,249,Mortality,92601,All Races,Male and Female,All Cancer Sites Combined,2013-2017,236.5,304.5,268.9, Madison County (12079), Madison County ,30.4586334,-83.5070203,1.91
FL,FL: Manatee County (12081),128.4,136.8,132.5,4340,Mortality,1816344,All Races,Male and Female,All Cancer Sites Combined,2013-2017,231.9,246.2,238.9, Manatee County (12081), Manatee County ,27.4799195,-82.34518899999999,1.325
FL,FL: Marion County (12083),165.1,174.8,169.9,5413,Mortality,1716993,All Races,Male and Female,All Cancer Sites Combined,2013-2017,306.9,323.8,315.3, Marion County (12083), Marion County ,29.2787765,-82.12783999999999,1.699
FL,FL: Martin County (12085),130.9,143.0,136.8,2308,Mortality,778139,All Races,Male and Female,All Cancer Sites Combined,2013-2017,284.6,309.0,296.6, Martin County (12085), Martin County ,27.0804935,-80.4103957,1.368
FL,FL: Miami-Dade County (12086),129.5,133.0,131.3,21518,Mortality,13451637,All Races,Male and Female,All Cancer Sites Combined,2013-2017,157.8,162.1,160.0, Miami-Dade County (12086), Miami-Dade County ,25.5516034,-80.6326916,1.3130000000000002
FL,FL: Monroe County (12087),149.3,170.7,159.7,944,Mortality,382432,All Races,Male and Female,All Cancer Sites Combined,2013-2017,231.3,263.1,246.8, Monroe County (12087), Monroe County ,24.5557001,-81.78259849999999,1.597
FL,FL: Nassau County (12089),172.4,195.7,183.8,1048,Mortality,392440,All Races,Male and Female,All Cancer Sites Combined,2013-2017,251.1,283.7,267.0, Nassau County (12089), Nassau County ,30.5927334,-81.8224362,1.838
FL,FL: Okaloosa County (12091),161.1,176.3,168.5,1959,Mortality,989113,All Races,Male and Female,All Cancer Sites Combined,2013-2017,189.4,207.0,198.1, Okaloosa County (12091), Okaloosa County ,30.57734009999999,-86.6611083,1.685
FL,FL: Okeechobee County (12093),172.1,205.0,188.0,532,Mortality,200812,All Races,Male and Female,All Cancer Sites Combined,2013-2017,242.9,288.4,264.9, Okeechobee County (12093), Okeechobee County ,27.3462015,-80.89865019999999,1.88
FL,FL: Orange County (12095),145.9,152.3,149.0,8802,Mortality,6452965,All Races,Male and Female,All Cancer Sites Combined,2013-2017,133.6,139.3,136.4, Orange County (12095), Orange County ,28.4844995,-81.2518833,1.49
FL,FL: Osceola County (12097),141.4,153.5,147.3,2374,Mortality,1624410,All Races,Male and Female,All Cancer Sites Combined,2013-2017,140.3,152.1,146.1, Osceola County (12097), Osceola County ,28.1019838,-81.0754657,1.473
FL,FL: Palm Beach County (12099),131.9,136.2,134.0,16621,Mortality,7122162,All Races,Male and Female,All Cancer Sites Combined,2013-2017,229.8,236.9,233.4, Palm Beach County (12099), Palm Beach County ,26.6514503,-80.2767327,1.34
FL,FL: Pasco County (12101),165.4,173.8,169.5,6702,Mortality,2487722,All Races,Male and Female,All Cancer Sites Combined,2013-2017,263.0,275.9,269.4, Pasco County (12101), Pasco County ,28.3232418,-82.4319405,1.695
FL,FL: Pinellas County (12103),150.7,156.3,153.5,12633,Mortality,4742582,All Races,Male and Female,All Cancer Sites Combined,2013-2017,261.7,271.1,266.4, Pinellas County (12103), Pinellas County ,27.876394,-82.7778579,1.535
FL,FL: Polk County (12105),154.8,162.3,158.5,7287,Mortality,3258056,All Races,Male and Female,All Cancer Sites Combined,2013-2017,218.6,228.9,223.7, Polk County (12105), Polk County ,27.8617347,-81.6911559,1.585
FL,FL: Putnam County (12107),197.1,222.3,209.4,1183,Mortality,362028,All Races,Male and Female,All Cancer Sites Combined,2013-2017,308.4,345.9,326.8, Putnam County (12107), Putnam County ,29.6265157,-81.77870209999999,2.094
FL,FL: Santa Rosa County (12113),151.4,167.8,159.5,1546,Mortality,833250,All Races,Male and Female,All Cancer Sites Combined,2013-2017,176.4,195.0,185.5, Santa Rosa County (12113), Santa Rosa County ,30.7689907,-86.9824288,1.595
FL,FL: Sarasota County (12115),135.8,143.5,139.6,6599,Mortality,2024000,All Races,Male and Female,All Cancer Sites Combined,2013-2017,318.2,334.0,326.0, Sarasota County (12115), Sarasota County ,27.1995986,-82.34518899999999,1.396
FL,FL: Seminole County (12117),148.3,158.1,153.1,3938,Mortality,2243131,All Races,Male and Female,All Cancer Sites Combined,2013-2017,170.1,181.1,175.6, Seminole County (12117), Seminole County ,28.7131688,-81.20781640000001,1.531
FL,FL: St. Johns County (12109),139.4,151.7,145.5,2277,Mortality,1132702,All Races,Male and Female,All Cancer Sites Combined,2013-2017,192.9,209.5,201.0, St. Johns County (12109), St. Johns County ,29.9719419,-81.42789839999999,1.455
FL,FL: St. Lucie County (12111),151.0,161.3,156.1,3798,Mortality,1492195,All Races,Male and Female,All Cancer Sites Combined,2013-2017,246.5,262.8,254.5, St. Lucie County (12111), St. Lucie County ,27.3225563,-80.54384499999999,1.561
FL,FL: Sumter County (12119),133.8,150.6,141.9,2292,Mortality,583151,All Races,Male and Female,All Cancer Sites Combined,2013-2017,377.1,409.5,393.0, Sumter County (12119), Sumter County ,28.6747526,-82.08429009999999,1.419
FL,FL: Suwannee County (12121),184.6,216.6,200.1,647,Mortality,219012,All Races,Male and Female,All Cancer Sites Combined,2013-2017,273.1,319.1,295.4, Suwannee County (12121), Suwannee County ,30.24850959999999,-82.99316069999999,2.001
FL,FL: Taylor County (12123),166.8,211.7,188.1,291,Mortality,111737,All Races,Male and Female,All Cancer Sites Combined,2013-2017,231.4,292.1,260.4, Taylor County (12123), Taylor County ,30.0993767,-83.67739279999999,1.881
FL,FL: Union County (12125),406.1,500.9,451.5,399,Mortality,76417,All Races,Male and Female,All Cancer Sites Combined,2013-2017,472.2,576.0,522.1, Union County (12125), Union County ,30.0745112,-82.34518899999999,4.515
FL,FL: Volusia County (12127),167.4,175.6,171.5,7509,Mortality,2591105,All Races,Male and Female,All Cancer Sites Combined,2013-2017,283.3,296.4,289.8, Volusia County (12127), Volusia County ,29.0279842,-81.0754657,1.715
FL,FL: Wakulla County (12129),180.5,226.5,202.5,336,Mortality,157925,All Races,Male and Female,All Cancer Sites Combined,2013-2017,190.6,236.8,212.8, Wakulla County (12129), Wakulla County ,30.1301689,-84.3542049,2.025
FL,FL: Walton County (12131),146.0,170.3,157.7,701,Mortality,317102,All Races,Male and Female,All Cancer Sites Combined,2013-2017,205.0,238.1,221.1, Walton County (12131), Walton County ,30.56401989999999,-86.17517590000001,1.577
FL,FL: Washington County (12133),167.5,211.9,188.6,299,Mortality,122453,All Races,Male and Female,All Cancer Sites Combined,2013-2017,217.3,273.5,244.2, Washington County (12133), Washington County ,30.548737,-85.684578,1.886
GA,GA: Appling County (13001),148.6,199.6,172.6,194,Mortality,92136,All Races,Male and Female,All Cancer Sites Combined,2013-2017,182.0,242.4,210.6, Appling County (13001), Appling County ,31.712238,-82.25832969999999,1.726
GA,GA: Atkinson County (13003),141.7,227.2,180.7,77,Mortality,41295,All Races,Male and Female,All Cancer Sites Combined,2013-2017,147.2,233.0,186.5, Atkinson County (13003), Atkinson County ,31.2932161,-82.8640623,1.807
GA,GA: Bacon County (13005),168.9,240.3,202.2,136,Mortality,56122,All Races,Male and Female,All Cancer Sites Combined,2013-2017,203.3,286.6,242.3, Bacon County (13005), Bacon County ,31.5412085,-82.4319405,2.022
GA,GA: Baker County (13007),88.8,186.0,129.4,34,Mortality,16205,All Races,Male and Female,All Cancer Sites Combined,2013-2017,145.3,293.2,209.8, Baker County (13007), Baker County ,31.2816037,-84.4802606,1.294
GA,GA: Baldwin County (13009),161.9,195.8,178.2,457,Mortality,227788,All Races,Male and Female,All Cancer Sites Combined,2013-2017,182.7,219.9,200.6, Baldwin County (13009), Baldwin County ,33.0338083,-83.2934086,1.7819999999999998
GA,GA: Banks County (13011),127.4,176.3,150.3,165,Mortality,91777,All Races,Male and Female,All Cancer Sites Combined,2013-2017,153.4,209.4,179.8, Banks County (13011), Banks County ,34.378542,-83.46435509999999,1.5030000000000001
GA,GA: Barrow County (13013),185.3,216.0,200.2,709,Mortality,374865,All Races,Male and Female,All Cancer Sites Combined,2013-2017,175.5,203.6,189.1, Barrow County (13013), Barrow County ,34.0142667,-83.6986568,2.002
GA,GA: Bartow County (13015),158.5,181.7,169.8,896,Mortality,512662,All Races,Male and Female,All Cancer Sites Combined,2013-2017,163.5,186.6,174.8, Bartow County (13015), Bartow County ,34.2660473,-84.8150781,1.6980000000000002
GA,GA: Ben Hill County (13017),175.7,232.3,202.5,214,Mortality,86410,All Races,Male and Female,All Cancer Sites Combined,2013-2017,215.6,283.2,247.7, Ben Hill County (13017), Ben Hill County ,31.7664035,-83.2077645,2.025
GA,GA: Berrien County (13019),137.2,183.8,159.1,194,Mortality,94934,All Races,Male and Female,All Cancer Sites Combined,2013-2017,176.6,235.2,204.4, Berrien County (13019), Berrien County ,31.3118535,-83.2077645,1.591
GA,GA: Bibb County (13021),168.9,186.9,177.7,1575,Mortality,769389,All Races,Male and Female,All Cancer Sites Combined,2013-2017,194.7,215.1,204.7, Bibb County (13021), Bibb County ,32.7865735,-83.7199136,1.777
GA,GA: Bleckley County (13023),149.6,210.8,178.1,142,Mortality,63779,All Races,Male and Female,All Cancer Sites Combined,2013-2017,187.5,262.4,222.6, Bleckley County (13023), Bleckley County ,32.4087854,-83.3789389,1.781
GA,GA: Brantley County (13025),177.2,232.8,203.5,228,Mortality,92149,All Races,Male and Female,All Cancer Sites Combined,2013-2017,216.3,281.7,247.4, Brantley County (13025), Brantley County ,31.1510963,-81.9971108,2.035
GA,GA: Brooks County (13027),159.6,215.4,185.8,192,Mortality,78253,All Races,Male and Female,All Cancer Sites Combined,2013-2017,211.9,282.6,245.4, Brooks County (13027), Brooks County ,30.8730159,-83.54965659999999,1.858
GA,GA: Bryan County (13029),180.3,228.2,203.3,307,Mortality,174349,All Races,Male and Female,All Cancer Sites Combined,2013-2017,156.9,196.9,176.1, Bryan County (13029), Bryan County ,32.0236584,-81.47183869999999,2.033
GA,GA: Bulloch County (13031),165.6,196.4,180.5,565,Mortality,368448,All Races,Male and Female,All Cancer Sites Combined,2013-2017,141.0,166.5,153.3, Bulloch County (13031), Bulloch County ,32.3595678,-81.77870209999999,1.805
GA,GA: Burke County (13033),155.5,204.5,178.7,226,Mortality,113141,All Races,Male and Female,All Cancer Sites Combined,2013-2017,174.6,227.6,199.8, Burke County (13033), Burke County ,33.088805,-81.9534815,1.787
GA,GA: Butts County (13035),192.5,243.9,217.0,296,Mortality,117753,All Races,Male and Female,All Cancer Sites Combined,2013-2017,223.5,281.7,251.4, Butts County (13035), Butts County ,33.2691443,-83.9532571,2.17
GA,GA: Calhoun County (13037),108.8,189.2,144.6,57,Mortality,32383,All Races,Male and Female,All Cancer Sites Combined,2013-2017,133.3,228.1,176.0, Calhoun County (13037), Calhoun County ,31.5621777,-84.6479124,1.446
GA,GA: Camden County (13039),148.8,183.3,165.4,396,Mortality,261296,All Races,Male and Female,All Cancer Sites Combined,2013-2017,137.0,167.2,151.6, Camden County (13039), Camden County ,30.898276,-81.6035062,1.6540000000000001
GA,GA: Candler County (13043),148.7,214.9,179.4,126,Mortality,54251,All Races,Male and Female,All Cancer Sites Combined,2013-2017,193.5,276.5,232.3, Candler County (13043), Candler County ,32.4241804,-82.08429009999999,1.794
GA,GA: Carroll County (13045),186.2,210.0,197.9,1133,Mortality,574266,All Races,Male and Female,All Cancer Sites Combined,2013-2017,186.0,209.1,197.3, Carroll County (13045), Carroll County ,33.5642239,-85.0649071,1.979
GA,GA: Catoosa County (13047),154.4,180.1,166.9,684,Mortality,329301,All Races,Male and Female,All Cancer Sites Combined,2013-2017,192.4,223.9,207.7, Catoosa County (13047), Catoosa County ,34.8981727,-85.14793639999999,1.669
GA,GA: Charlton County (13049),147.0,210.7,176.6,128,Mortality,65055,All Races,Male and Female,All Cancer Sites Combined,2013-2017,164.1,233.9,196.8, Charlton County (13049), Charlton County ,30.7917361,-82.08429009999999,1.766
GA,GA: Chatham County (13051),152.0,164.9,158.4,2439,Mortality,1423680,All Races,Male and Female,All Cancer Sites Combined,2013-2017,164.6,178.3,171.3, Chatham County (13051), Chatham County ,31.9994194,-81.1196075,1.584
GA,GA: Chattahoochee County (13053),113.1,227.1,163.6,35,Mortality,55403,All Races,Male and Female,All Cancer Sites Combined,2013-2017,44.0,87.9,63.2, Chattahoochee County (13053), Chattahoochee County ,32.2952274,-84.8150781,1.636
GA,GA: Chattooga County (13055),177.1,222.7,198.9,317,Mortality,124334,All Races,Male and Female,All Cancer Sites Combined,2013-2017,227.7,284.6,255.0, Chattooga County (13055), Chattooga County ,34.4632661,-85.31362179999999,1.989
GA,GA: Cherokee County (13057),139.6,154.6,147.0,1653,Mortality,1179737,All Races,Male and Female,All Cancer Sites Combined,2013-2017,133.4,147.0,140.1, Cherokee County (13057), Cherokee County ,34.2514526,-84.4802606,1.47
GA,GA: Clarke County (13059),138.8,161.1,149.7,732,Mortality,616584,All Races,Male and Female,All Cancer Sites Combined,2013-2017,110.3,127.6,118.7, Clarke County (13059), Clarke County ,33.9519347,-83.357567,1.4969999999999999
GA,GA: Clay County (13061),101.5,200.6,142.8,40,Mortality,15130,All Races,Male and Female,All Cancer Sites Combined,2013-2017,188.9,360.0,264.4, Clay County (13061), Clay County ,31.6447931,-85.0025539,1.4280000000000002
GA,GA: Clayton County (13063),159.4,177.1,168.1,1653,Mortality,1367749,All Races,Male and Female,All Cancer Sites Combined,2013-2017,115.1,126.8,120.9, Clayton County (13063), Clayton County ,33.5571944,-84.375233,1.681
GA,GA: Clinch County (13065),180.0,282.2,226.7,87,Mortality,33828,All Races,Male and Female,All Cancer Sites Combined,2013-2017,206.0,317.2,257.2, Clinch County (13065), Clinch County ,30.9716985,-82.82097399999999,2.267
GA,GA: Cobb County (13067),144.5,153.3,148.8,4840,Mortality,3684584,All Races,Male and Female,All Cancer Sites Combined,2013-2017,127.7,135.1,131.4, Cobb County (13067), Cobb County ,33.8999297,-84.56414699999999,1.4880000000000002
GA,GA: Coffee County (13069),160.6,197.2,178.2,392,Mortality,214805,All Races,Male and Female,All Cancer Sites Combined,2013-2017,164.9,201.5,182.5, Coffee County (13069), Coffee County ,31.5182285,-82.82097399999999,1.7819999999999998
GA,GA: Colquitt County (13071),166.3,200.7,182.9,461,Mortality,228587,All Races,Male and Female,All Cancer Sites Combined,2013-2017,183.7,221.0,201.7, Colquitt County (13071), Colquitt County ,31.2072856,-83.8473015,1.829
GA,GA: Columbia County (13073),130.9,149.2,139.8,969,Mortality,718360,All Races,Male and Female,All Cancer Sites Combined,2013-2017,126.5,143.7,134.9, Columbia County (13073), Columbia County ,33.5098514,-82.25832969999999,1.3980000000000001
